;;PIS (PROJETO INTERESSE SOCIAL);PIS;Residência multifamiliar - Projeto de interesse social: Térreo e 4 pavimentos/tipo. Pavimento térreo: Hall, escada, 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo da guarita, com banheiro e central de medição. Pavimento-tipo: Hall, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;1093,35
;;RPQ1 (RESIDÊNCIA POPULAR);RPQ1;Residência unifamiliar popular: 1 pavimento, 1 dormitório, sala, banheiro e cozinha.;1190,28
;COMERCIAL;CAL-8 (COMERCIAL ANDARES-LIVRES);CAL8-N (PADRÃO NORMAL);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1695,34
;;;CAL8-A (PADRÃO ALTO);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1904,02
;;CSL-8 (COMERCIAL COM LOJAS E SALAS);CSL8-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1402,71
;;;CSL8-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1688,55
;;CSL-16 (COMERCIAL COM LOJAS E SALAS);CSL16-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1858,43
;;;CSL16-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;2209,61
;;GL (GALPÃO INDUSTRIAL);GL;Galpão industrial: Área composta de um galpão com área administrativa, 2 banheiros, um vestiário e um depósito.;724,4
ALAGOAS;RESIDENCIAL;R-1 (RESIDÊNCIA UNIFAMILIAR);R1-B (PADRÃO BAIXO);Residência unifamiliar padrão baixo: 1 pavimento, com 2 dormitórios, sala, banheiro, cozinha e área para tanque;1257,95
;;;R1-N (PADRÃO NORMAL);Residência unifamiliar padrão normal: 1 pavimento, 3 dormitórios, sendo um suíte com banheiro, banheiro social, sala, circulação, cozinha, área de serviço com banheiro e varanda (abrigo para automóvel).;1499,27
;;;R1-A (PADRÃO ALTO);Residência unifamiliar padrão alto: 1 pavimento, 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda (abrigo para automóvel).;1937,37
;;PP (PRÉDIO POPULAR);PP-B (PADRÃO BAIXO);Residência multifamiliar - Prédio popular - padrão baixo: térreo e 3 pavimentos-tipo. Pavimento térreo: Hall de entrada, escada e 4 apartamentos por andar com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo de lixo, guarita, central de gás, depósito com banheiro e 16 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;1195,01
;;;PP-N (PADRÃO NORMAL);Residência multifamiliar - prédio popular - padrão normal: Pilotis e 4 pavimentos-tipo. Pilotis: Escada, elevador, 32 vagas de garagem cobertas, cômodo de lixo, depósito, hall de entrada, salão de festas, copa, 3 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda;1420,59
;;R-8;R8-B (PADRÃO BAIXO);Residência multifamiliar padrão baixo: Pavimento térreo e 7 pavimentos-tipo Pavimento térreo: Hall de entrada, elevador, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque. Na área externa estão localizados o cômodo de lixo e 32 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque.;1138,49
;;;R8-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda.;1232,1
;;;R8-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 48 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1572,9
;;R-16;R16-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha e área de serviço com banheiro e varanda.;1211,73
;;;R16-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 96 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1572,9
;;PIS (PROJETO INTERESSE SOCIAL);PIS;Residência multifamiliar - Projeto de interesse social: Térreo e 4 pavimentos/tipo. Pavimento térreo: Hall, escada, 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo da guarita, com banheiro e central de medição. Pavimento-tipo: Hall, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;870,8
;;RPQ1 (RESIDÊNCIA POPULAR);RPQ1;Residência unifamiliar popular: 1 pavimento, 1 dormitório, sala, banheiro e cozinha.;1245,35
;COMERCIAL;CAL-8 (COMERCIAL ANDARES-LIVRES);CAL8-N (PADRÃO NORMAL);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1426,53
;;;CAL8-A (PADRÃO ALTO);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1590,38
;;CSL-8 (COMERCIAL COM LOJAS E SALAS);CSL8-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1190
;;;CSL8-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1356,95
;;CSL-16 (COMERCIAL COM LOJAS E SALAS);CSL16-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1589,12
;;;CSL16-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1809,99
;;GL (GALPÃO INDUSTRIAL);GL;Galpão industrial: Área composta de um galpão com área administrativa, 2 banheiros, um vestiário e um depósito.;683,38
AMAPÁ;RESIDENCIAL;R-1 (RESIDÊNCIA UNIFAMILIAR);R1-B (PADRÃO BAIXO);Residência unifamiliar padrão baixo: 1 pavimento, com 2 dormitórios, sala, banheiro, cozinha e área para tanque;1217,96
;;;R1-N (PADRÃO NORMAL);Residência unifamiliar padrão normal: 1 pavimento, 3 dormitórios, sendo um suíte com banheiro, banheiro social, sala, circulação, cozinha, área de serviço com banheiro e varanda (abrigo para automóvel).;1388,69
;;;R1-A (PADRÃO ALTO);Residência unifamiliar padrão alto: 1 pavimento, 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda (abrigo para automóvel).;1739,18
;;PP (PRÉDIO POPULAR);PP-B (PADRÃO BAIXO);Residência multifamiliar - Prédio popular - padrão baixo: térreo e 3 pavimentos-tipo. Pavimento térreo: Hall de entrada, escada e 4 apartamentos por andar com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo de lixo, guarita, central de gás, depósito com banheiro e 16 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;1166,1
;;;PP-N (PADRÃO NORMAL);Residência multifamiliar - prédio popular - padrão normal: Pilotis e 4 pavimentos-tipo. Pilotis: Escada, elevador, 32 vagas de garagem cobertas, cômodo de lixo, depósito, hall de entrada, salão de festas, copa, 3 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda;1336,1
;;R-8;R8-B (PADRÃO BAIXO);Residência multifamiliar padrão baixo: Pavimento térreo e 7 pavimentos-tipo Pavimento térreo: Hall de entrada, elevador, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque. Na área externa estão localizados o cômodo de lixo e 32 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque.;1290,63
;;;R8-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda.;1031,83
;;;R8-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 48 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1463,83
;;R-16;R16-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha e área de serviço com banheiro e varanda.;1182,46
;;;R16-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 96 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1621,59
;;PIS (PROJETO INTERESSE SOCIAL);PIS;Residência multifamiliar - Projeto de interesse social: Térreo e 4 pavimentos/tipo. Pavimento térreo: Hall, escada, 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo da guarita, com banheiro e central de medição. Pavimento-tipo: Hall, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;832,77
;;RPQ1 (RESIDÊNCIA POPULAR);RPQ1;Residência unifamiliar popular: 1 pavimento, 1 dormitório, sala, banheiro e cozinha.;1222,75
;COMERCIAL;CAL-8 (COMERCIAL ANDARES-LIVRES);CAL8-N (PADRÃO NORMAL);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1429,82
;;;CAL8-A (PADRÃO ALTO);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1536,44
;;CSL-8 (COMERCIAL COM LOJAS E SALAS);CSL8-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1217,75
;;;CSL8-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 8 pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1358,86
;;CSL-16 (COMERCIAL COM LOJAS E SALAS);CSL16-N (PADRÃO NORMAL);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1629,78
;;;CSL16-A (PADRÃO ALTO);Edifício comercial, com lojas e salas: Garagem, pavimento térreo e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito salas com sanitário privativo por andar;1812,19
;;GL (GALPÃO INDUSTRIAL);GL;Galpão industrial: Área composta de um galpão com área administrativa, 2 banheiros, um vestiário e um depósito.;666,26
AMAZONAS;RESIDENCIAL;R-1 (RESIDÊNCIA UNIFAMILIAR);R1-B (PADRÃO BAIXO);Residência unifamiliar padrão baixo: 1 pavimento, com 2 dormitórios, sala, banheiro, cozinha e área para tanque;1413,12
;;;R1-N (PADRÃO NORMAL);Residência unifamiliar padrão normal: 1 pavimento, 3 dormitórios, sendo um suíte com banheiro, banheiro social, sala, circulação, cozinha, área de serviço com banheiro e varanda (abrigo para automóvel).;1671,53
;;;R1-A (PADRÃO ALTO);Residência unifamiliar padrão alto: 1 pavimento, 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda (abrigo para automóvel).;2034,89
;;PP (PRÉDIO POPULAR);PP-B (PADRÃO BAIXO);Residência multifamiliar - Prédio popular - padrão baixo: térreo e 3 pavimentos-tipo. Pavimento térreo: Hall de entrada, escada e 4 apartamentos por andar com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo de lixo, guarita, central de gás, depósito com banheiro e 16 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;1244,25
;;;PP-N (PADRÃO NORMAL);Residência multifamiliar - prédio popular - padrão normal: Pilotis e 4 pavimentos-tipo. Pilotis: Escada, elevador, 32 vagas de garagem cobertas, cômodo de lixo, depósito, hall de entrada, salão de festas, copa, 3 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda;1589,98
;;R-8;R8-B (PADRÃO BAIXO);Residência multifamiliar padrão baixo: Pavimento térreo e 7 pavimentos-tipo Pavimento térreo: Hall de entrada, elevador, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque. Na área externa estão localizados o cômodo de lixo e 32 vagas descobertas. Pavimento-tipo: Hall de circulação, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área para tanque.;1185,78
;;;R8-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala estar/jantar, banheiro social, cozinha, área de serviço com banheiro e varanda.;1368,08
;;;R8-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e oito pavimentos-tipo. Garagem: Escada, elevadores, 48 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1657,12
;;R-16;R16-N (PADRÃO NORMAL);Residência multifamiliar, padrão normal: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 128 vagas de garagem cobertas, cômodo de lixo depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Hall de circulação, escada, elevadores e quatro apartamentos por andar, com três dormitórios, sendo um suíte, sala de estar/jantar, banheiro social, cozinha e área de serviço com banheiro e varanda.;1319,88
;;;R16-A (PADRÃO ALTO);Residência multifamiliar, padrão alto: Garagem, pilotis e 16 pavimentos-tipo. Garagem: Escada, elevadores, 96 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pilotis: Escada, elevadores, hall de entrada, salão de festas, salão de jogos, copa, 2 banheiros, central de gás e guarita. Pavimento-tipo: Halls de circulação, escada, elevadores e 2 apartamentos por andar, com 4 dormitórios, sendo um suíte com banheiro e closet, outro com banheiro, banheiro social, sala de estar, sala de jantar e sala íntima, circulação, cozinha, área de serviço completa e varanda.;1744,21
;;PIS (PROJETO INTERESSE SOCIAL);PIS;Residência multifamiliar - Projeto de interesse social: Térreo e 4 pavimentos/tipo. Pavimento térreo: Hall, escada, 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço. Na área externa estão localizados o cômodo da guarita, com banheiro e central de medição. Pavimento-tipo: Hall, escada e 4 apartamentos por andar, com 2 dormitórios, sala, banheiro, cozinha e área de serviço.;926,29
;;RPQ1 (RESIDÊNCIA POPULAR);RPQ1;Residência unifamiliar popular: 1 pavimento, 1 dormitório, sala, banheiro e cozinha.;1387,68
;COMERCIAL;CAL-8 (COMERCIAL ANDARES-LIVRES);CAL8-N (PADRÃO NORMAL);Edifício comercial andares-livres: Garagem, pavimento térreo e oito pavimentos-tipo. Garagem: Escada, elevadores, 64 vagas de garagem cobertas, cômodo de lixo, depósito e instalação sanitária. Pavimento térreo: Escada, elevadores, hall de entrada e lojas. Pavimento-tipo: Halls de circulação, escada, elevadores e oito andares corridos com sanitário privativo por andar.;1573,06
